data_category,prefecture_code,police_station_code,report_id,accident_details_code,fatalities,injured_persons,route_code,location_code,municipality_code,occurence_year,occurence_month,occurence_date,occurence_hour,occurence_minute,day_night_code,sunrise_hour,sunrise_minute,sunset_hour,sunset_minute,weather_code,terrain_code,road_condition_code,road_config_code,traffic_signal_code,stop_reg_signage_code_party_a,stop_reg_roadmarking_code_party_a,stop_reg_signage_code_party_b,stop_reg_roadmarking_code_party_b,road_width_code,road_alignment_code,collision_point_code,zone_reg_code,median_facility_code,pedestrian_vehicle_separation_code,accident_type_code,age_party_a,age_party_b,party_type_code_party_a,party_type_code_party_b,vehicle_use_code_party_a,vehicle_use_code_party_b,vehicle_shape_code_party_a,vehicle_shape_code_party_b,auto_transm_code_party_a,auto_transm_code_party_b,safety_feature_code_party_a,safety_feature_code_party_b,speed_reg_code_party_a,speed_reg_code_party_b,vehicle_impact_point_code_party_a,vehicle_impact_point_code_party_b,vehicle_damage_level_party_a,vehicle_damage_level_party_b,airbag_code_party_a,airbag_code_party_b,side_airbag_code_party_a,side_airbag_code_party_b,injury_severity_code_party_a,injury_severity_code_party_b,latitude_north,longitude_east,occurence_day_code,public_holiday_code,days_since_cognitive_test_party_a,days_since_cognitive_test_party_b,driving_practice_method_code_party_a,driving_practice_method_code_party_b
1,97,102,50,2,0,1,27560,0,210,2024,5,20,7,50,12,5,40,19,12,2,1,1,1,7,9,22,9,22,14,9,30,70,4,2,21,25,1,4,51,31,41,1,0,1,0,11,0,10,0,80,20,3,2,2,0,2,0,4,2,260804157,1274011042,2,3,9999,0,1,0
1,97,102,51,2,0,1,10820,0,210,2024,4,9,16,57,12,6,12,18,50,2,1,1,14,7,0,0,0,0,2,9,1,70,5,3,1,25,1,3,61,31,0,1,0,1,0,1,0,2,0,80,0,3,0,2,0,2,0,4,2,260839170,1274027912,3,3,9999,0,1,0
1,97,102,52,2,0,1,99000,0,210,2024,3,4,8,30,12,6,50,18,33,2,2,1,0,7,0,0,0,0,0,0,20,70,0,4,21,35,65,3,3,31,1,1,1,1,1,11,11,10,10,10,30,3,3,2,2,2,2,4,2,260856782,1274131801,2,3,9999,9999,1,9
1,97,103,71,2,0,1,5070,0,350,2024,4,29,21,0,22,5,53,19,0,2,1,1,14,7,0,0,0,0,4,9,1,70,4,2,41,35,0,36,76,31,0,0,0,0,0,11,0,10,0,40,0,3,0,0,0,0,0,2,0,261114269,1274237246,2,1,9999,0,5,0
1,97,103,72,2,0,1,10860,0,215,2024,3,23,16,14,12,6,30,18,42,2,2,1,1,1,9,22,0,0,15,8,30,70,5,2,1,65,65,4,61,31,0,1,0,1,0,11,0,2,0,10,0,4,0,2,0,2,0,4,2,260911491,1274632009,7,3,9999,0,9,0
1,97,103,73,2,0,1,3310,435,215,2024,5,5,5,16,23,5,49,19,3,1,2,1,14,7,0,0,0,0,3,9,1,70,4,2,21,75,1,4,51,31,41,1,0,1,0,11,0,4,0,70,10,3,2,2,0,2,0,4,2,261042226,1274756882,1,1,6,0,9,0
1,97,103,74,2,0,1,10820,0,350,2024,4,6,9,59,12,6,15,18,49,3,1,2,14,7,0,0,0,0,5,9,1,70,1,2,21,55,55,4,4,31,31,1,1,1,1,11,11,4,4,10,30,3,3,2,2,2,2,4,2,261050765,1274300084,7,3,9999,9999,9,9
1,97,103,75,2,0,1,33500,0,350,2024,5,1,14,5,12,5,52,19,1,1,2,1,1,7,9,22,9,22,11,9,30,70,5,4,21,35,1,17,4,31,31,11,1,2,1,11,11,10,10,20,58,3,2,2,2,2,2,2,4,261137781,1274406295,4,3,9999,9999,1,1
1,97,103,76,2,0,1,10820,55,350,2024,5,4,14,5,12,5,50,19,3,1,2,1,1,1,9,22,9,22,19,9,30,70,5,2,21,55,1,4,51,31,41,1,0,1,0,11,0,3,0,10,40,3,3,2,0,2,0,4,2,261052111,1274328096,7,1,9999,0,9,0
1,97,103,77,2,0,1,3290,0,350,2024,5,9,8,28,12,5,46,19,6,2,2,1,14,7,0,0,0,0,5,8,1,70,1,2,21,35,25,3,4,31,31,1,1,1,1,11,11,3,3,30,10,3,2,2,1,2,2,2,4,261209623,1274433497,5,3,9999,9999,1,1
1,97,103,78,2,0,1,27410,0,350,2024,3,27,12,40,12,6,26,18,44,1,1,1,7,7,0,0,0,0,5,9,1,70,1,2,21,25,35,4,14,31,1,1,11,1,1,11,11,3,10,50,30,3,3,2,2,2,2,2,4,261225970,1274324881,4,3,9999,9999,1,1
1,97,103,79,2,0,1,3290,662,348,2024,4,27,11,5,12,5,55,18,59,1,1,1,1,1,9,22,0,0,17,9,30,70,4,2,1,45,65,3,61,31,0,1,0,1,0,11,0,4,0,10,0,3,0,2,0,2,0,4,2,261218793,1274520976,7,3,9999,0,1,0
1,97,103,80,2,0,1,3310,358,215,2024,3,22,9,10,12,6,31,18,42,1,2,1,1,7,9,22,9,22,15,9,30,70,5,2,21,65,1,4,35,31,31,1,0,1,0,11,11,10,3,20,10,3,3,2,0,2,0,4,2,260939114,1274853413,6,3,9999,9999,9,1
1,97,103,81,2,0,1,10770,0,348,2024,4,15,14,20,12,6,6,18,53,3,2,2,1,7,9,22,9,22,15,4,30,70,4,2,21,35,75,3,4,31,31,1,1,1,1,11,11,4,10,80,50,3,3,2,2,2,2,2,4,261155493,1274457235,2,3,9999,172,1,9
1,97,103,82,2,0,1,10820,55,350,2024,5,9,19,45,21,5,46,19,6,1,2,1,1,1,9,22,9,22,19,3,30,70,5,2,21,45,1,4,34,31,31,1,0,1,0,11,11,3,3,50,10,2,2,1,0,2,0,4,2,261050667,1274328428,5,3,9999,9999,9,5
1,97,103,83,2,0,1,10820,0,350,2024,4,25,17,30,12,5,57,18,58,2,1,1,1,7,1,21,0,0,15,9,30,70,4,2,1,55,55,4,61,31,0,1,0,1,0,11,0,10,0,10,0,4,0,2,0,2,0,4,2,261114179,1274338770,5,3,9999,0,1,0
1,97,103,84,2,0,1,5070,0,350,2024,5,13,9,48,12,5,44,19,8,2,1,2,14,7,0,0,0,0,4,9,1,70,4,2,21,55,45,13,4,31,31,11,1,1,1,11,11,3,3,10,30,3,4,2,2,2,2,4,2,261113855,1274237562,2,3,9999,9999,9,1
1,97,103,85,2,0,1,26370,0,215,2024,5,10,13,53,12,5,46,19,6,1,2,1,14,7,0,0,0,0,2,9,1,70,4,2,1,65,75,35,61,31,0,0,0,0,0,11,0,3,0,40,0,4,0,0,0,0,0,4,2,261104769,1274625579,6,3,9999,0,9,0
1,97,103,86,2,0,1,10820,0,350,2024,5,15,19,50,21,5,43,19,9,1,1,1,1,1,9,22,0,0,18,9,30,70,5,2,1,45,55,4,61,31,0,1,0,1,0,11,0,3,0,10,0,4,0,2,0,2,0,4,2,261122736,1274349559,4,3,9999,0,1,0
1,97,103,87,2,0,1,10820,0,350,2024,4,27,0,20,22,5,55,18,59,3,1,2,14,7,0,0,0,0,5,9,1,70,1,2,1,55,25,4,61,31,0,1,0,1,0,11,0,3,0,50,0,3,0,2,0,2,0,4,2,261139296,1274339367,7,3,9999,0,9,0
1,97,103,88,2,0,1,26280,0,350,2024,5,21,7,30,12,5,40,19,12,3,1,2,1,1,9,22,0,0,15,9,30,70,5,2,1,35,1,4,61,31,0,1,0,1,0,11,0,2,0,10,0,4,0,2,0,2,0,4,2,261111810,1274257492,3,3,9999,0,1,0
1,97,103,89,2,0,1,25480,0,215,2024,5,15,9,15,12,5,43,19,9,1,2,1,7,7,0,0,0,0,3,9,1,70,4,2,21,1,65,3,4,31,31,1,1,1,1,11,11,3,3,50,30,3,2,2,2,2,2,4,2,260918544,1274459402,4,3,9999,9999,1,9
1,97,103,90,2,0,1,5070,0,350,2024,5,22,6,30,11,5,40,19,13,3,2,2,7,7,0,0,0,0,3,9,1,70,5,2,21,35,55,3,3,31,31,1,1,1,1,11,11,10,10,80,60,4,3,2,2,2,2,4,2,261024200,1274338946,4,3,9999,9999,1,1
1,97,103,91,2,0,1,33500,0,350,2024,5,15,8,20,12,5,43,19,9,1,1,1,1,7,1,21,9,22,15,9,30,70,5,2,21,55,1,3,51,31,41,1,0,1,0,11,0,10,0,80,10,3,3,2,0,2,0,4,2,261136470,1274306517,4,3,9999,0,9,0
1,97,103,92,2,0,1,33500,43,350,2024,4,17,15,5,12,6,4,18,54,1,3,1,7,7,0,0,0,0,3,9,1,70,1,2,21,1,25,4,14,31,31,1,11,1,1,11,11,3,3,10,30,3,3,2,2,2,2,4,2,261103649,1274408027,4,3,9999,9999,1,1
1,97,103,93,2,0,1,3290,0,348,2024,5,23,16,5,12,5,39,19,13,1,1,1,7,7,0,0,0,0,3,9,1,70,1,2,21,25,1,3,4,31,31,1,1,1,1,11,11,3,3,30,10,3,3,2,2,2,2,4,4,261241504,1274528199,5,3,9999,9999,1,1
1,97,103,95,2,0,1,33500,29,350,2024,5,29,10,20,12,5,38,19,16,1,2,1,1,7,1,21,9,22,15,9,30,70,1,2,21,75,1,3,4,31,31,1,1,1,1,11,11,10,3,80,50,1,1,2,1,2,2,4,2,261147108,1274424205,4,3,9999,9999,9,1
1,97,104,87,2,0,1,25340,0,205,2024,4,13,18,48,13,6,8,18,52,2,1,1,14,7,0,0,0,0,4,9,1,70,4,2,21,1,1,4,35,31,31,1,0,1,0,11,11,3,3,10,10,3,3,2,0,2,0,4,4,261544489,1274428298,7,3,9999,0,5,0
1,97,104,88,2,0,1,580,1114,205,2024,4,18,13,48,12,6,3,18,55,1,1,1,1,1,9,22,9,22,18,9,30,70,5,2,21,65,25,4,4,31,31,1,1,1,1,11,11,4,4,0,0,4,4,2,2,2,2,4,4,261633416,1274348821,5,3,9999,9999,9,1
1,97,104,89,2,0,2,32050,0,205,2024,4,24,17,10,12,5,58,18,58,2,2,1,7,1,0,0,0,0,4,7,1,70,4,2,21,25,25,4,4,31,31,1,1,1,1,11,11,3,3,10,31,2,2,2,2,2,2,4,2,261548737,1274453480,4,3,9999,9999,5,1
1,97,104,90,2,0,1,3290,550,328,2024,5,5,14,50,12,5,49,19,3,1,1,1,14,7,0,0,0,0,4,9,1,70,4,2,21,1,55,3,33,31,31,1,0,1,0,1,1,4,4,10,10,3,3,2,0,2,0,4,2,261650977,1274851595,1,1,9999,9999,1,9
1,97,104,91,2,0,2,3300,92,205,2024,4,12,14,6,12,6,9,18,52,1,1,1,1,1,9,22,9,22,18,9,30,70,5,2,21,25,55,4,14,31,31,1,11,1,1,11,11,3,3,80,10,2,3,2,2,2,2,2,2,261639119,1274641045,6,3,9999,9999,1,9
1,97,104,92,2,0,2,3300,110,205,2024,5,2,7,53,12,5,51,19,2,3,1,2,14,7,0,0,0,0,4,9,1,70,4,2,21,1,55,3,4,31,31,1,1,1,1,1,1,4,4,10,31,3,2,2,2,2,2,4,2,261559832,1274556171,5,2,0,9999,0,1
1,97,104,93,2,0,1,580,1119,205,2024,4,25,8,36,12,5,57,18,58,3,1,2,14,1,0,0,0,0,5,9,1,70,1,2,21,25,35,3,3,31,31,1,1,1,1,11,11,4,4,80,60,3,3,2,2,2,2,4,2,261606391,1274353148,5,3,0,9999,0,1
1,97,104,94,2,0,2,3290,591,328,2024,5,7,17,31,12,5,48,19,5,1,3,1,14,7,0,0,0,0,5,9,1,70,4,2,21,35,25,3,14,31,31,1,11,1,2,11,11,4,4,30,10,3,3,2,2,2,2,2,4,261533606,1274712127,3,3,9999,9999,1,1
1,97,104,95,2,0,2,580,1089,205,2024,2,26,8,27,12,6,56,18,29,3,1,2,14,7,0,0,0,0,5,9,1,70,1,2,21,1,1,3,4,31,31,1,1,1,1,11,11,10,10,10,31,3,2,2,2,2,2,4,2,261714298,1274505101,2,3,0,9999,0,1
1,97,104,96,2,0,2,32050,0,205,2024,4,18,16,31,12,6,3,18,55,1,1,1,1,7,9,22,0,0,15,9,30,70,4,2,1,45,1,35,61,31,0,0,0,0,0,11,0,10,0,20,0,3,0,0,0,0,0,4,2,261614560,1274414845,5,3,9999,0,9,0
1,97,104,97,2,0,1,25340,0,205,2024,4,27,10,26,12,5,55,18,59,1,1,1,7,7,0,0,0,0,3,8,1,70,1,2,21,25,25,3,34,31,31,1,0,1,0,11,11,3,3,50,30,3,2,2,0,2,0,4,2,261550857,1274421739,7,3,9999,9999,1,5
1,97,104,98,2,0,1,32050,0,205,2024,5,9,7,56,12,5,46,19,6,1,2,1,1,7,9,22,9,22,14,8,30,70,4,2,21,45,1,4,51,31,41,1,0,1,0,11,0,3,0,0,0,4,2,2,0,2,0,4,2,261550638,1274449884,5,3,9999,0,1,0
1,97,104,99,2,0,1,32050,0,205,2024,5,8,17,21,12,5,47,19,5,1,1,1,1,7,9,22,9,22,11,9,30,70,5,4,21,55,25,3,3,31,31,1,1,1,1,11,11,10,10,50,50,3,3,2,2,2,2,4,2,261632920,1274643450,4,3,9999,9999,9,1
1,97,104,100,2,0,2,580,1106,205,2024,5,13,8,47,12,5,44,19,8,2,1,1,14,7,0,0,0,0,6,9,1,70,1,2,21,55,45,3,3,31,31,1,1,1,1,11,11,4,4,10,31,3,2,2,2,2,2,4,2,261633107,1274431646,2,3,9999,9999,9,9
1,97,104,101,2,0,1,32050,0,205,2024,5,22,14,49,12,5,40,19,13,3,1,2,1,7,9,22,0,0,14,9,30,70,4,2,1,1,1,4,61,31,0,1,0,1,0,11,0,1,0,80,0,4,0,2,0,2,0,4,2,261532450,1274444977,4,3,9999,0,5,0
1,97,104,102,2,0,1,33280,0,328,2024,4,26,7,0,12,5,56,18,59,3,1,2,7,7,0,0,0,0,2,6,1,70,4,2,21,35,35,3,4,31,31,1,1,1,1,11,11,2,2,10,30,3,3,2,2,2,2,4,2,261535917,1274730350,6,3,9999,9999,1,1
1,97,104,103,2,0,1,32050,74,205,2024,5,23,20,35,22,5,39,19,13,3,1,2,1,7,9,22,0,0,14,9,30,70,5,2,1,45,1,4,61,31,0,1,0,1,0,11,0,2,0,10,0,3,0,2,0,2,0,4,2,261524404,1274553770,5,3,9999,0,1,0
1,97,104,104,2,0,1,580,1100,205,2024,5,18,15,30,12,5,41,19,11,2,1,1,1,1,9,22,9,22,18,9,30,70,5,2,21,65,45,4,34,31,31,1,0,1,0,11,11,10,10,70,12,3,3,2,0,2,0,4,2,261654556,1274432514,7,3,9999,9999,9,1
1,97,104,105,2,0,2,25340,0,205,2024,5,12,21,13,22,5,44,19,7,1,1,1,7,7,0,0,0,0,4,9,1,70,1,2,21,25,25,4,4,31,31,1,1,1,1,11,11,3,3,10,30,3,3,2,2,2,2,4,2,261544921,1274427863,1,3,9999,9999,5,1
1,97,104,106,2,0,1,32050,0,205,2024,1,25,17,13,13,7,17,18,6,1,1,1,1,7,9,22,9,22,15,9,30,70,4,2,21,55,75,3,35,31,31,1,0,1,0,11,11,3,3,80,10,3,3,2,0,2,0,4,2,261539715,1274341542,5,3,9999,210,4,9
1,97,104,107,2,0,1,25340,0,205,2024,5,29,22,35,22,5,38,19,16,1,1,1,14,7,0,0,0,0,2,7,1,70,5,2,1,35,65,35,61,31,0,0,0,0,0,11,0,3,0,10,0,4,0,0,0,0,0,4,2,261557038,1274415742,4,3,9999,0,1,0
1,97,105,114,2,0,1,3300,57,327,2024,4,15,19,10,21,6,6,18,53,1,2,1,1,1,9,22,9,22,19,9,30,70,5,2,21,1,65,3,4,31,31,1,1,1,1,11,11,4,4,10,50,2,2,1,1,2,2,4,2,261824462,1274649890,2,3,0,9999,0,1
1,97,105,115,2,0,1,33260,0,326,2024,4,6,18,43,13,6,15,18,49,1,1,1,1,7,1,21,9,22,15,9,30,70,5,2,21,1,45,4,4,31,31,1,1,1,1,11,11,10,2,80,50,2,2,2,1,2,2,4,2,261941563,1274447404,7,3,0,9999,0,1
1,97,105,116,2,0,2,25360,0,211,2024,3,22,7,5,11,6,31,18,42,1,2,1,14,7,0,0,0,0,3,9,1,70,4,2,21,65,35,4,14,31,31,1,11,1,1,11,11,4,4,10,30,4,3,2,2,2,2,4,2,262225237,1274930785,6,3,9999,9999,9,1
1,97,105,118,2,0,2,27240,0,211,2024,3,3,7,13,11,6,51,18,32,2,1,1,7,1,0,0,0,0,5,9,1,70,4,2,21,65,35,4,4,31,31,1,1,1,1,11,11,3,3,10,30,3,3,2,2,2,2,4,2,262038453,1274937598,1,3,9999,9999,9,1
1,97,105,119,2,0,1,33260,0,326,2024,3,29,19,17,21,6,24,18,45,1,1,1,1,7,9,22,0,0,15,9,30,70,5,2,1,45,65,4,61,31,0,1,0,1,0,11,0,2,0,10,0,3,0,2,0,2,0,4,2,261929694,1274457268,6,3,9999,0,1,0
1,97,105,120,2,0,1,99000,0,211,2024,4,27,15,18,12,5,55,18,59,1,1,1,0,7,0,0,0,0,0,0,20,70,0,4,1,35,55,4,61,31,0,1,0,1,0,11,0,10,0,30,0,3,0,2,0,2,0,4,2,261929287,1274834441,7,3,9999,0,1,0
1,97,105,121,2,0,1,99000,0,211,2024,1,2,14,44,12,7,17,17,49,1,1,1,0,7,0,0,0,0,0,0,20,70,0,4,1,35,45,3,61,31,0,1,0,1,0,11,0,10,0,30,0,3,0,2,0,2,0,4,2,261859454,1274950732,3,3,9999,0,1,0
1,97,105,122,2,0,1,38270,0,327,2024,1,13,9,7,12,7,18,17,57,1,1,1,1,7,9,22,9,22,11,9,30,70,5,3,21,45,75,3,4,31,31,1,1,1,1,11,11,10,10,60,80,3,3,2,2,2,2,2,4,261928354,1274802119,7,3,9999,178,1,1
1,97,105,123,2,0,1,25200,0,211,2024,4,25,17,26,12,5,57,18,58,1,1,1,1,1,9,22,0,0,15,9,30,70,5,2,1,65,1,3,61,31,0,1,0,1,0,11,0,3,0,80,0,3,0,2,0,2,0,4,2,261922037,1274944789,5,3,9999,0,9,0
1,97,105,124,2,0,1,10850,0,211,2024,4,5,16,55,12,6,16,18,48,2,3,1,14,1,0,0,0,0,5,9,1,70,1,2,21,35,1,4,35,31,31,1,0,1,0,1,1,3,3,80,20,3,3,2,0,2,0,2,4,262111905,1274833206,6,3,9999,9999,1,1
1,97,105,125,2,0,1,32110,0,211,2024,3,18,8,49,12,6,35,18,40,1,1,1,1,7,9,22,9,22,15,9,30,70,5,2,21,1,25,3,3,31,31,1,1,1,1,11,11,10,2,50,20,3,3,2,2,2,2,4,2,261946006,1274814087,2,3,9999,9999,1,1
1,97,105,126,2,0,2,580,1060,326,2024,2,2,21,10,22,7,14,18,13,2,1,2,1,1,9,22,9,22,18,9,30,70,5,2,21,1,55,3,4,31,31,1,1,1,1,11,11,10,10,10,50,2,2,1,1,2,2,4,2,261829819,1274550461,6,3,9999,9999,1,9
1,97,105,127,2,0,1,33260,0,326,2024,4,11,18,18,13,6,10,18,51,1,1,1,14,7,0,0,0,0,4,9,1,70,4,2,21,1,25,4,4,31,31,1,1,1,1,11,11,3,3,10,30,3,3,2,2,2,2,4,2,261748646,1274530996,5,3,9999,9999,1,1
1,97,105,128,2,0,1,27240,0,211,2024,4,6,12,58,12,6,15,18,49,2,1,1,14,7,0,0,0,0,5,9,1,70,4,2,21,35,65,3,51,31,41,1,0,1,0,11,0,3,0,40,10,3,3,2,0,2,0,4,2,262033860,1274929021,7,3,9999,0,1,0
1,97,105,129,2,0,1,99000,0,211,2024,3,29,19,24,21,6,24,18,45,1,1,5,0,7,0,0,0,0,0,0,20,70,0,2,21,65,1,4,4,31,31,1,1,1,1,11,11,10,10,60,30,4,3,2,2,2,2,4,2,262011472,1274819508,6,3,9999,9999,1,1
1,97,105,130,2,0,1,3290,482,211,2024,3,18,19,10,21,6,35,18,40,1,1,1,1,1,9,22,0,0,19,9,30,70,5,2,1,25,75,4,61,31,0,1,0,1,0,11,0,4,0,10,0,3,0,2,0,2,0,4,2,262004223,1274905044,2,3,9999,0,9,0
1,97,105,131,2,0,1,32110,0,211,2024,5,10,18,6,13,5,46,19,6,2,1,1,1,1,9,22,9,22,15,9,30,70,5,2,21,55,1,3,4,31,31,1,1,1,1,11,11,2,2,80,40,2,3,1,2,1,2,2,4,261954779,1274736169,6,3,9999,0,1,0
1,97,105,133,2,0,1,32110,0,211,2024,5,10,7,51,12,5,46,19,6,1,1,1,14,7,0,0,0,0,3,9,1,70,5,3,1,45,45,3,61,31,0,1,0,1,0,11,0,10,0,10,0,4,0,2,0,2,0,4,2,262055013,1274843563,6,3,9999,0,1,0
1,97,105,134,2,0,2,10850,0,211,2024,3,20,16,33,12,6,33,18,41,2,2,1,7,7,0,0,0,0,5,9,1,70,1,2,21,35,35,3,3,31,31,1,1,1,1,1,11,4,4,58,80,3,3,2,2,2,2,4,2,262007893,1274723518,4,1,9999,9999,1,5
1,97,105,135,2,0,1,32110,0,211,2024,4,24,8,2,12,5,58,18,58,2,1,1,1,7,9,22,9,22,15,9,30,70,5,2,21,65,45,4,14,31,31,1,11,1,1,11,11,3,3,30,10,3,3,2,2,2,2,2,4,261905974,1275014654,4,3,9999,9999,9,1
1,97,105,136,2,0,1,25200,0,211,2024,3,23,21,59,22,6,30,18,42,1,1,1,1,1,9,22,0,0,15,9,30,70,5,2,1,75,65,4,61,31,0,1,0,1,0,11,0,3,0,10,0,3,0,2,0,2,0,4,2,261929282,1274925505,7,3,592,0,9,0
1,97,105,137,2,0,1,27240,0,211,2024,4,19,20,35,22,6,2,18,55,1,1,1,7,1,0,0,0,0,5,9,1,70,4,2,21,25,55,3,3,31,31,1,1,1,1,11,11,3,3,10,30,3,3,2,2,2,2,4,2,262038641,1274938100,6,3,9999,9999,1,9
1,97,105,138,2,0,1,3290,483,211,2024,4,3,14,22,12,6,18,18,47,1,1,1,1,7,9,22,9,22,14,9,30,70,4,2,21,25,1,3,4,31,31,1,1,1,1,11,11,4,2,80,80,3,3,2,2,2,2,2,4,262002861,1274907511,4,3,9999,9999,1,1
1,97,105,139,2,0,3,3290,527,327,2024,2,10,16,20,12,7,9,18,18,1,1,1,14,7,0,0,0,0,5,9,1,70,4,2,21,1,35,3,4,31,31,1,1,1,1,11,11,4,4,10,10,3,2,1,1,2,2,4,2,261759712,1274831547,7,2,9999,9999,1,1
1,97,105,140,2,0,1,32110,0,211,2024,5,11,18,25,13,5,45,19,7,2,1,1,1,7,1,22,9,22,11,9,30,70,5,4,21,1,1,14,51,31,41,11,0,1,0,11,0,10,0,10,40,3,3,2,0,2,0,4,2,262123220,1274819908,7,3,9999,0,1,0
1,97,105,142,2,0,2,33260,0,326,2024,4,21,8,2,12,6,0,18,56,1,1,1,14,7,0,0,0,0,3,9,1,70,4,2,21,1,55,3,14,31,31,1,11,1,1,11,11,3,3,10,31,3,3,2,2,2,2,4,2,261844662,1274540673,1,3,9999,9999,1,9
1,97,105,143,2,0,1,10810,0,327,2024,5,23,7,40,12,5,39,19,13,2,2,1,1,1,9,22,0,0,18,9,30,70,5,2,1,35,1,3,61,31,0,1,0,1,0,11,0,4,0,10,0,3,0,2,0,2,0,4,2,261801246,1274740636,5,3,0,0,0,0
1,97,105,144,2,0,1,25200,0,211,2024,1,9,13,15,12,7,18,17,54,1,1,1,14,7,0,0,0,0,3,7,1,70,4,2,21,35,55,3,4,31,31,1,1,1,1,11,11,3,3,10,10,2,2,1,1,2,2,2,4,261935695,1274908000,3,3,9999,9999,1,1
1,97,105,145,2,0,1,99000,0,211,2024,5,22,14,30,12,5,40,19,13,3,1,2,0,7,0,0,0,0,0,0,20,1,0,4,41,55,0,4,75,31,0,1,0,1,0,11,0,10,0,58,0,2,0,2,0,2,0,4,0,262000449,1274942852,4,3,9999,0,9,0
1,97,105,147,2,0,1,3290,453,211,2024,5,13,16,57,12,5,44,19,8,3,1,2,7,1,0,0,0,0,5,8,1,70,4,2,21,35,25,3,4,31,31,1,1,1,1,11,11,3,3,70,10,3,3,2,2,2,2,2,4,262133563,1274847606,2,3,9999,9999,1,1
1,97,105,149,2,0,1,3290,474,211,2024,3,5,21,34,22,6,49,18,33,2,1,1,1,1,9,22,0,0,19,9,30,70,5,2,1,25,65,4,61,31,0,1,0,1,0,11,0,3,0,10,0,3,0,2,0,2,0,4,2,262026740,1274852524,3,3,9999,0,1,0
1,97,105,150,2,0,1,33260,0,326,2024,5,10,15,39,12,5,46,19,6,1,1,1,1,1,9,22,9,22,15,9,30,70,5,2,21,35,65,3,51,31,41,1,0,1,0,11,0,4,0,10,20,3,4,2,0,2,0,4,2,261837318,1274543614,6,3,0,0,0,0
1,97,105,152,2,0,1,32110,0,211,2024,5,13,16,0,12,5,44,19,8,3,1,2,1,7,1,22,9,22,15,7,30,70,5,2,21,75,25,3,4,31,31,1,1,1,1,11,11,10,10,10,20,3,3,2,2,2,2,4,2,261945130,1274653240,2,3,600,9999,9,1
1,97,105,153,2,0,2,38270,0,327,2024,5,17,12,8,12,5,42,19,10,1,2,1,1,7,9,22,9,22,14,7,30,70,5,2,21,35,45,3,4,31,31,1,1,1,1,11,11,3,3,50,10,2,2,2,1,2,2,4,2,261725850,1274729648,6,3,0,9999,0,9
1,97,105,154,2,0,1,10750,0,211,2024,4,19,20,44,22,6,2,18,55,1,1,1,1,7,9,22,0,0,17,9,30,70,4,2,1,45,55,4,61,31,0,1,0,1,0,11,0,4,0,50,0,3,0,2,0,2,0,4,2,262047011,1274921677,6,3,9999,0,1,0
1,97,105,155,2,0,1,90000,0,211,2024,3,28,18,25,13,6,25,18,44,2,1,1,14,7,0,0,0,0,2,9,1,70,5,4,1,1,1,13,61,31,0,11,0,1,0,11,0,10,0,50,0,4,0,2,0,2,0,4,2,261824523,1274905250,5,3,9999,0,1,0
1,97,106,24,2,0,1,33240,0,324,2024,4,12,13,42,12,6,9,18,52,2,2,1,1,7,9,22,9,22,14,9,30,70,4,2,21,65,1,4,14,31,31,1,11,1,1,11,11,10,10,42,10,2,3,2,2,2,2,2,4,262509376,1274257567,6,3,9999,9999,9,1
1,97,106,25,2,0,1,10740,0,325,2024,4,13,18,28,13,6,8,18,52,1,2,1,1,1,9,22,9,22,19,9,30,70,5,2,21,1,25,4,4,31,31,1,1,1,1,1,11,4,4,40,10,2,2,2,1,2,2,4,2,262204609,1274629147,7,3,9999,9999,1,1
1,97,106,26,2,0,1,580,955,324,2024,4,20,17,13,12,6,1,18,56,1,2,1,14,1,0,0,0,0,5,9,1,70,1,2,21,1,55,3,34,31,31,1,0,1,0,11,11,5,5,0,40,4,3,2,0,2,0,4,2,262336866,1274520516,7,3,0,9999,0,9
1,97,106,27,2,0,1,580,991,325,2024,2,14,17,20,12,7,6,18,21,1,1,1,14,1,0,0,0,0,6,9,1,70,1,2,21,25,45,4,14,31,31,1,11,1,1,11,11,4,4,80,60,3,3,2,2,2,2,4,2,262146508,1274523983,4,3,9999,9999,1,1
1,97,106,28,2,0,1,580,977,324,2024,3,31,20,17,22,6,21,18,46,3,1,2,1,1,9,22,9,22,18,9,30,70,5,2,21,25,25,3,4,31,31,1,1,1,1,11,11,4,4,80,10,2,3,2,1,2,2,4,2,262230025,1274518904,1,3,9999,9999,1,1
1,97,106,29,2,0,1,33240,0,324,2024,4,29,17,37,12,5,53,19,0,2,2,1,14,7,0,0,0,0,3,7,1,70,5,3,21,25,45,4,4,31,31,1,1,1,1,11,1,10,10,50,80,2,2,2,1,2,2,4,2,262344873,1274335962,2,1,9999,9999,1,4
1,97,106,30,2,0,1,10740,990,325,2024,5,27,22,14,22,5,38,19,15,2,1,1,13,7,0,0,0,0,2,6,1,70,5,2,1,75,1,4,61,31,0,1,0,1,0,11,0,3,0,80,0,3,0,2,0,2,0,4,2,262147657,1274525157,2,3,770,0,9,0
1,97,107,25,2,0,1,25160,0,213,2024,3,18,9,10,12,6,35,18,40,1,1,1,14,7,0,0,0,0,3,9,1,70,4,2,21,65,1,4,14,31,31,1,11,1,1,11,11,2,2,30,10,3,3,2,2,2,2,2,4,262057167,1275049553,2,3,9999,9999,9,1
